,PLC,Huh7,name,Fold_change
PCHOL2PALM_HSPLA2,184.203,24.1317,Formation of 2-Palmitoylglycerophosphocholine by Phospholipase A2,7.633237608622683
PCHOL2STE_HSPLA2,184.203,24.1317,Formation of 2-Stearoylglycerophosphocholine by Phospholipase A2,7.633237608622683
PCHOLN15_HSPLA2,184.203,24.1317,"Formation of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0) by Phospholipase A2",7.633237608622683
PCHOLAR_HSPLA2,184.203,24.1317,Formation of 1-Arachidonoyl-Glycero-3-Phosphocholine by Phospholipase A2,7.633237608622683
PCHOLN183_HSPLA2,184.203,24.1317,"Formation of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15) by Phospholipase A2",7.633237608622683
PCHOLN1836_HSPLA2,184.203,24.1317,"Formation of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12) by Phospholipase A2",7.633237608622683
PCHOLN19_HSPLA2,184.203,24.1317,"Formation of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0) by Phospholipase A2",7.633237608622683
PCHOLN201_HSPLA2,184.203,24.1317,"Formation of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1) by Phospholipase A2",7.633237608622683
PCHOLN204_HSPLA2,184.203,24.1317,"Formation of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4) by Phospholipase A2",7.633237608622683
PCHOLN205_HSPLA2,184.203,24.1317,"Formation of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5) by Phospholipase A2",7.633237608622683
PCHOLN224_HSPLA2,184.203,24.1317,"Formation of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4) by Phospholipase A2",7.633237608622683
PCHOLN225_HSPLA2,184.203,24.1317,"Formation of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3 by Phospholipase A2",7.633237608622683
PCHOLN2254_HSPLA2,184.203,24.1317,"Formation of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6 by Phospholipase A2",7.633237608622683
PCHOLN226_HSPLA2,184.203,24.1317,"Formation of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) by Phospholipase A2",7.633237608622683
PEAR_HSPLA2,184.203,24.1317,Formation of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine by Phospholipase A2,7.633237608622683
PE203_HSPLA2,184.203,24.1317,"Formation of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) by Phospholipase A2",7.633237608622683
PE226_HSPLA2,184.203,24.1317,"Formation of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) by Phospholipase A2",7.633237608622683
PE224_HSPLA2,184.203,24.1317,"Formation of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) by Phospholipase A2",7.633237608622683
PEDH203_HSPLA2,184.203,24.1317,"Formation of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) by Phospholipase A2",7.633237608622683
PEDH12_HSPLA2,184.203,24.1317,Formation of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe) by Phospholipase A2,7.633237608622683
PEDH14_HSPLA2,184.203,24.1317,Formation of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) by Phospholipase A2,7.633237608622683
PEDH161_HSPLA2,184.203,24.1317,"Formation of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) by Phospholipase A2",7.633237608622683
PEDH13_HSPLA2,184.203,24.1317,Formation of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) by Phospholipase A2,7.633237608622683
PEDH15_HSPLA2,184.203,24.1317,Formation of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) by Phospholipase A2,7.633237608622683
PEDH17_HSPLA2,184.203,24.1317,Formation of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) by Phospholipase A2,7.633237608622683
PCHOLN203_HSPLA2,184.203,24.1317,"Formation of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 by Phospholipase A2",7.633237608622683
PAILAR_HSPLA2,184.203,24.1317,Formation of 1-Arachidonoylglycerophosphoinositol by Phospholipase A2,7.633237608622683
PCHOLN24_HSPLA2,184.203,24.1317,"Formation of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 by Phospholipase A2",7.633237608622683
PCHOLN261_HSPLA2,184.203,24.1317,Formation of Lysopc A C26:1 (Delta 5) by Phospholipase A2,7.633237608622683
PCHOLN281_HSPLA2,184.203,24.1317,Formation of Lysopc A C28:1 (Delta 5) by Phospholipase A2,7.633237608622683
PCHOLN28_HSPLA2,184.203,24.1317,Formation of Lysopc A C28:0 by Phospholipase A2,7.633237608622683
PCHOLDOC_HSPLA2,184.203,24.1317,Formation of 1-Docosahexaenoylglycerophosphocholine by Phospholipase A2,7.633237608622683
PCHOLDEIC_HSPLA2,184.203,24.1317,"Formation of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14) by Phospholipase A2",7.633237608622683
PCHOLDET_HSPLA2,184.203,24.1317,"Formation of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) by Phospholipase A2",7.633237608622683
PCHOLHEP_HSPLA2,184.203,24.1317,Formation of 1-Heptadecanoylglycerophosphocholine by Phospholipase A2,7.633237608622683
PCHOLLINL_HSPLA2,184.203,24.1317,"Formation of 1-Linoleoylglycerophosphocholine (Delta 9, 12) by Phospholipase A2",7.633237608622683
PELINL_HSPLA2,184.203,24.1317,"Formation of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12) by Phospholipase A2",7.633237608622683
CE4843HYDc,,,"Acylcoa Hydrolase, Cis, Cis-11, 14-Eicosadienoyl Coenzyme A",
HXCOAc,,,"Acylcoa Hydrolase, Cytosolic",
TETDECA511ACc,,,"Hydrolysis of Tetradecadienoyl Coenzyme A to Cis-5, 8-Tetradecadienoic Acid ",
HDCAc,,,Hydrolysis of Hexadecenoyl Coenzyme A (N-C16:1CoA) to Hexadecanoate,
GPDDACHOL,9.57,19.89,Glycerophosphocholine Phosphodiesterase,0.48114630467571645
ACLYSHYc,,,Hydrolysis of Acetyl-Lysine,
HMCARNc,,,Formation of Homocarnosine,
METTRANSc,,,Methionine Transaminase,
METDECARc,,,Methionine Decarboxylase,
3MTPte,,,Secretion of 3-Methyl-Thio-Propionate,
EX_3mtp_e,,,Exchange of 3-Methyl-Thio-Propionate,
ELAIDCRNte,,,"Transport of Elaidic Carnitine, Sodium Symport",
GLYC2P3Pc,,,Formation of Glycerol-3-Phosphate,
LNLCCRNNAt,,,"Transport of Linoleyl Carnitine, Sodium Symport",
PHLACHt,,,Transport of Phenyl Lactate,
TTDCRNNAt,,,"Transport of Tetradecanoyl Carnitine, Sodium Symport",
12HPETATP,,,"Transport of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate, by FATP",
15HPETATP,,,"Transport of 15(S)-HPETE, Active Transport",
15KPROSTGF2t,,,"Transport of 15-Keto-Prostaglandin F2A, Lactate Antiport",
21HPRGNLONEt1,,,"Transport of 21-Hydroxypregnenolone, Active Transport",
21HPRGNLONEt2,,,"Transport of 21-Hydroxypregnenolone, Diffusion",
2OXOADPt,,,Transport of 2-Oxoadipate by Alpha-Ketoglutarate Antiport,
34HPLte,,,Transport of 3- (4-Hydroxyphenyl)Lactate,
3HMPtd,,,"Transport of 3-Hydroxy-2-Methylpropanoate, Diffusion",
3HPPNOHGLUCte,,,Transport of 3- (3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide into Urine,
3HPPPNOHc,,,Hydroxylation of 3- (3-Hydroxyphenyl)Propionate,
3HPPt,,,Transpot of 3-Hydroxypropionate,
3MHISt1,,,Transport of Methyl-Histidine by System N Transport,
3MHISt2,,,Transport of Methyl-Histidine by System L Transport (Lat1),
3MHISt3,,,Transport of Methyl-Histidine by System L Transport (Lat2),
3MOXTYRt,,,"Transport of 3-Methoxytyramine, Diffusion",
3UIBtd,,,"Transport of 3-Ureidoisobutyrate, Diffusion",
4AABUTNt,,,Diffusion of 4-Acetamidobutanoate,
4TMEABUTNt1,,,"Transport of 4- (Trimethylammonio)Butanoate, Sodium Symport",
4TMEABUTNt2,,,"Transport of 4- (Trimethylammonio)Butanoate, Proton Symport",
56DTHMt,,,"Transport of 5, 6-Dihydrothymine, Sodium Symport",
56DTHMtd,,,"Transport of 5, 6-Dihydrothymine, Diffusion",
56DURAt,,,"Transport of 5, 6-Dihydrouracil, Sodium Symport ",
56DURAtd,,,"Transport of 5, 6-Dihydrouracil, Diffusion",
5AOPt,,,"Transport of 5-Amino-4-Oxopentanoate, Proton Symport",
5HPETATP,,,"Transport of 5(S)-HPETE, Active Transport",
5HPETtd,,,"Transport of 5(S)-HPETE, Diffusion",
7DHCHSTEROLt,,,"Transport of Cholesta-5, 7-Dien-3Beta-Ol, Active Transport",
7DHCHSTEROLtd,,,"Transport of Cholesta-5, 7-Dien-3Beta-Ol, Diffusion",
ABT_Dt,,,D-Arabitol Transport via Diffusion,
ABT_Dt2,,,D-Arabitol Transport in via Proton Symporter,
ABTD1,,,L-Arabinitol 4-Dehydrogenase,
ACGLUtd,,,"Transport of N-Acetyl-L-Glutamate, Diffusion",
ACGLYtc,,,Intra-Cellular Transport of Acetyl-Glycine ,
ACGLYte,,,Extracellular Transport of Acetyl-Glycine ,
ACLYSt,,,"Transport of Acetyl-Lysine, Extracellular",
ACLYStm,,,Intracellular Transport of Acetyl-Lysine,
ACORNt,,,Diffusion of N(2)-Acetyl-L-Ornithine,
ACTHRtc,,,Intra-Cellular Transport of Acetyl-Threonine ,
ACTHRte,,,Extracellular Transport of Acetyl-Threonine,
ADPACtd,,,"Transport of Adipic Acid, Diffusion",
ADPOHt,,,Secretion of 2-Hydroxyadipic Acid,
ALLTNt,,,Transport of Allantoin,
AMETt,,,"Transport of S-Adenosyl-L-Methionine, Paracellular Transport",
AND19ONEt,,,"Secretion of 19-Hydroxyandrost-4-Ene-3, 17-Dione",
ARACHETH,63.8,43.6,Formation of O-Arachidonoyl Ethanolamine,1.463302752293578
BILIVERDt,,,Transport of Biliverdin,
C02356t,,,(S)-2-Aminobutanoate,
C02712te,0.02,0.53,"Transport of N-Acetylmethionine, Extracellular",0.03773584905660377
C02712tm,,,"Transport of N-Acetylmethionine, Intracellular",
C03990ATP,1.17,12.38,"Transport of Lithocholate, Active Transport",0.09450726978998383
C03990t,0.31704,0.42481,"Transport of Lithocholate, Sodium Symport",0.7463101151102846
C03990tr,,,"Transport of Lithocholate, Intracellular",
C03990tx,,,"Transport of Lithocholate, Intracellular",
C04483t1,1.17,12.38,Transport of Deoxycholate,0.09450726978998383
C04483t2,,,"Transport of Deoxycholate, Antiport with Bicarbonate",
C04717ATP,,,"Transport of 13(S)-HPODE, Active",
C04717td,,,"Transport of 13(S)-HPODE, Diffusion",
C04805ATP,,,"Transport of 5(S)-HETE, Active Transport",
C04805td,,,"Transport of 5(S)-HETE, Diffusion",
C05463t1,1.17,12.38,Transport of Taurodeoxycholate,0.09450726978998383
C05463t2,,,"Transport of Taurodeoxycholate, Antiport with Bicarbonate",
C05953t,,,"Transport of Prostaglandin A2, Lactate Antiport",
C05953tm,,,"Transport of Prostaglandin A2, Intracellular",
C05957t,,,"Transport of Prostaglandin J2, Lactate Antiport",
C05957td,,,"Transport of Prostaglandin J2, Diffusion",
C06314t,,,"Transport of Lipoxin A4, Proton Symport",
C06315t,,,"Transport of Lipoxin B4, Proton Symport",
C06439t,,,"Transport of Prostaglandin E3, Lactate Antiport",
C11695td,,,"Transport of Anandamide, Diffusion",
C14768ATP,,,"Transport of 5, 6-EET, Active Transport",
C14768td,,,"Transport of 5, 6-EET, Diffusion",
C14769td1,,,"Transport of 8, 9-EET, Diffusion",
C14769td2,,,"Transport of 8, 9-EET, Active Transport",
EX_C14769_e,,,"Exchange of 8, 9-EET",
C14770ATP,,,"Transport of 11, 12-EET, FATP",
C14771ATP,,,"Transport of 14, 15-EET, Active Transport",
C14825ATP,,,"Transport of 9 (10)-Epome, Active Transport",
C14825td,,,"Transport of 9 (10)-Epome, Diffusion",
C14826ATP,,,"Transport of 12 (13)-Epome, FATP",
C14826td,,,"Transport of 12 (13)-Epome, Diffusion",
CE0328t,,,Transport of Docosahexaenoate,
CE0955te,,,"Transport of 6-Oxo-Prostaglandin F1Alpha, Lactate Antiport",
CE0955tr,,,"Transport of 6-Oxo-Prostaglandin F1Alpha, Intracellular",
CE1243ATP,,,"Transport of 12S-HHT, FATP",
CE1273t1,1.17,12.38,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, Active Transport",0.09450726978998383
CE1273t2,,,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, Atiport with Bicarbonate",
CE1297t,,,Active Transport of 8-Dehydrocholesterol,
CE1297td,,,"Transport of 8-Dehydrocholesterol, Diffusion",
CE1556td,,,Transport of N-Acetyl-L-Asparagine,
CE2028t,,,Transport for Beta-Hydroxy-Beta-Methylbutyrate,
CE2176t,,,Transport of 3-O-Methyldopa,
CE2445t,,,"Transport of 6-Trans-Leukotriene B4, Active Transport",
CE2510t,,,Transport of 11-Cis-Eicosenoate,
CE2513ATP,,,"Transport of 15-Tetracosenoate, Active Transport",
CE2513td,,,"Transport of 15-Tetracosenoate, Diffusion",
CE2537ATP,,,"Transport of 15-Hydroxy- (8Z, 11Z, 13E)-Eicosatrienoate, Active Transport",
CE4843t,,,"Transport of Cis, Cis-11, 14-Eicosadienoyl Coenzyme A, Active Transport",
CE4843td,,,"Transport of Cis, Cis-11, 14-Eicosadienoyl Coenzyme A, Diffusion",
CE5304t,,,"Transport of 15-Deoxy-Pgd2, Antiport with Lactate",
CE6031t,,,Transport of Androsterone Sulfate,
CE6247t,,,"Transport of 5, 12, 20-Trihete, Active Transport",
CE7082ATP,,,"Transport of 15(S)-HEPE, Active Transport",
CE7083t,,,"Transport of Leukotriene B5, Active Transport",
CE7172ATP,,,"Transport of 14, 15-DIHETE, Active Transport",
CORTSNt,,,Extracellular Transport of Cortisone,
CORTSNti,,,Intracellular Transport of Cortisone,
DIDECAETH,63.8,43.6,Formation of C12:0-Ethanolamide,1.463302752293578
DIHOLINETH,63.8,43.6,Formation of Dihomo-Gamma-Linolenoyl Ethanolamide,1.463302752293578
DOCOHEXETHc,63.8,43.6,Formation of Docosahexaenoyl Ethanolamide,1.463302752293578
DOCTETETH,63.8,43.6,"Formation of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",1.463302752293578
DODECANACt,,,Transport of Dodecanedioic Acid by FATP,
DODECANACtd,,,Transport of Dodecanedioic Acid by Diffusion,
ELAIDCRNtd,,,Transport of Elaidic Carnitine by Diffusion,
EX_12HPET_e,,,"Exchange of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate",
EX_15HPET_e,,,Exchange of 15(S)-HPETE,
EX_15kprostgf2_e,,,Exchange of 15-Keto-Prostaglandin F2A,
EX_21hprgnlone_e,,,Exchange of 21-Hydroxypregnenolone,
EX_2oxoadp_e,,,Exchange of 2-Oxoadipate,
EX_34hpl_e,,,Exchange of 3- (4-Hydroxyphenyl)Lactate,
EX_3hmp_e,,,Exchange of 3-Hydroxy-2-Methylpropanoate,
EX_3hpp_e,,,Exchange of 3-Hydroxypropionate,
EX_3hpppnohgluc_e,,,Exchange of 3- (3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide,
EX_3mhis_e,,,Exchange of Methyl-Histidine,
EX_3uib_e,,,Exchange of 3-Ureidoisobutyrate,
EX_4aabutn_e,,,Exchange of 4-Acetamidobutanoate,
EX_4tmeabutn_e,,,Exchange of 4- (Trimethylammonio)Butanoate,
EX_56dthm_e,,,"Exchange of 5, 6-Dihydrothymine",
EX_56dura_e,,,"Exchange of 5, 6-Dihydrouracil",
EX_5HPET_e,,,Exchange of 5(S)-HPETE,
EX_7dhchsterol_e,,,"Exchange of Cholesta-5, 7-Dien-3Beta-Ol",
EX_acgly_e,,,Exchange of Acetyl-Glycine,
EX_aclys_e,,,Exchange of Acetyl-Lysine,
EX_acorn_e,,,Exchange of N (2)-Acetyl-L-Ornithine,
EX_acthr_L_e,,,Exchange of Acetyl-Threonine,
EX_adpac_e,,,Exchange of Adipic Acid,
EX_adpoh_e,,,Exchange of 2-Hydroxyadipic Acid,
EX_amet_e,,,Exchange of S-Adenosyl-L-Methionine,
EX_and19one_e,,,"Exchange of 19-Hydroxyandrost-4-Ene-3, 17-Dione",
EX_aracheth_e,,,Exchange of O-Arachidonoyl Ethanolamine,
EX_biliverd_e,,,Exchange of Biliverdin,
EX_C02356_e,,,(S)-2-Aminobutanoate,
EX_C02712_e,,,Exchange of N-Acetylmethionine,
EX_C04717_e,,,Exchange of 13(S)-HPODE,
EX_C04805_e,,,Exchange of 5(S)-HETE,
EX_C05957_e,,,Exchange of Prostaglandin J2,
EX_C06314_e,,,Exchange of Lipoxin A4,
EX_C06315_e,,,Exchange of Lipoxin B4,
EX_C11695_e,,,Exchange of Anandamide,
EX_C14768_e,,,"Exchange of 5, 6-EET",
EX_C14770_e,,,"Exchange of 11, 12-EET",
EX_C14771_e,,,"Exchange of 14, 15-EET",
EX_C14825_e,,,Exchange of 9 (10)-Epome,
EX_C14826_e,,,Exchange of 12 (13)-Epome,
EX_CE0955_e,,,6-Oxo-Prostaglandin F1Alpha,
EX_CE1273_e,,,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, ABC Transport",
EX_CE1557_e,,,Exchange of N-Acetyl-L-Asparagine,
EX_CE2028_e,,,Exchange of Beta-Hydroxy-Beta-Methylbutyrate,
EX_CE2176_e,,,Exchange of 3-O-Methyldopa,
EX_CE2445_e,,,Exchange of 6-Trans-Leukotriene B4,
EX_CE2537_e,,,"Exchange of 15-Hydroxy- (8Z, 11Z, 13E)-Eicosatrienoate",
EX_CE4843_e,,,"Exchange of Cis, Cis-11, 14-Eicosadienoyl Coenzyme A",
EX_CE5304_e,,,Exchange of 15-Deoxy-Pgd2,
EX_CE6031_e,,,Exchange of Androsterone Sulfate,
EX_CE6247_e,,,"Exchange of 5, 12, 20-Trihete",
EX_CE7082_e,,,Exchange of 15(S)-HEPE,
EX_CE7083_e,,,Exchange of Leukotriene B5,
EX_CE7172_e,,,"Exchange of 14, 15-DIHETE",
EX_cortsn_e,,,Exchange of Cortisone,
EX_didecaeth_e,,,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",
EX_diholineth_e,,,Exchange of Dihomo-Gamma-Linolenoyl Ethanolamide,
EX_docohxeth_e,,,Exchange of Docosahexaenoyl Ethanolamide,
EX_docteteth_e,,,"Exchange of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",
EX_dodecanac_e,,,Exchange of Dodecanedioic Acid,
EX_elaidcrn_e,,,Exchange of Elaidic Carnitine,
EX_forglu_e,,,Exchange of N-Formimidoyl-L-Glutamate,
EX_HC00900_e,,,Exchange of Methylmalonate,
EX_hepdeceth_e,,,Exchange of Heptadecanoyl Thanolamide (C17:0),
EX_hexdeceeth_e,,,"Exchange of Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)",
EX_hexdiac_e,,,Exchange of Hexadecanediocacid,
EX_hgentis_e,,,Exchange of Homogentisate,
EX_hmcarn_e,,,Exchange of Homocarnosine,
EX_hmcr_e,,,Exchange of Homocitrulline,
EX_hxcoa_e,,,Exchange of Hexanoate,
EX_leuktrB4wcooh_e,,,Exchange of W-Carboxy Leukotriene B4,
EX_leuktrB4woh_e,,,Exchnage for W-Hydroxyl Leukotriene B4,
EX_lineth_e,,,Exchange of Linoleoyl Ethanolamide,
EX_lnlccrn_e,,,Exchange of Linoleyl Carnitine,
EX_Lpipecol_e,,,Exchange of L-Pipecolic Acid,
EX_lthstrl_e,,,Exchange of Lathosterol,
EX_magarachi_hs_e,,,Exchange of 1-Arachidonoyl Glycerol,
EX_maglinl_hs_e,,,Exchange of 1-Linoleoylglycerol,
EX_magole_hs_e,,,Exchange of 1-Oleoylglycerol,
EX_magpalm_hs_e,,,Exchange of 1-Palmitoylglycerol,
EX_magste_hs_e,,,Exchange of 1-Stearoylglycerol,
EX_mev_R_e,,,Exchange of (R)-Mevalonate,
EX_mi1p_D_e,,,Exchange of Myo-Inositol 1-Phosphate,
EX_Nacasp_e,,,Exchange of N-Acetyl-L-Aspartate,
EX_nwharg_e,,,Exchange of N- (Omega)-Hydroxyarginine,
EX_oleth_e,,,Exchange of Oleoyl Ethanolamide,
EX_pailar_hs_e,,,Exchange of 1-Arachidonoylglycerophosphoinositol,
EX_pailpalm_hs_e,,,Exchange of 1-Palmitoylglycerophosphoinositol,
EX_pailste_hs_e,,,Exchange of 1-Stearoylglycerophosphoinositol,
EX_pchol2linl_hs_e,,,Exchange of 2-Linoleoylglycerophosphocholine,
EX_pchol2ole_hs_e,,,Exchange of 2-Oleoylglycerophosphocholine,
EX_pchol2palm_hs_e,,,Exchange of 2-Palmitoylglycerophosphocholine,
EX_pchol2ste_hs_e,,,Exchange of 2-Stearoylglycerophosphocholine,
EX_pcholar_hs_e,,,Exchange of 1-Arachidonoyl-Glycero-3-Phosphocholine,
EX_pcholdoc_hs_e,,,Exchange of 1-Docosahexaenoylglycerophosphocholine,
EX_pcholeic_hs_e,,,"Exchange of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)",
EX_pcholet_hs_e,,,"Exchange of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",
EX_pcholhep_hs_e,,,Exchange of 1-Heptadecanoylglycerophosphocholine,
EX_pchollinl_hs_e,,,"Exchange of 1-Linoleoylglycerophosphocholine (Delta 9, 12)",
EX_pcholmyr_hs_e,,,Exchange of 1-Myristoylglycerophosphocholine,
EX_pcholn15_hs_e,,,"Exchange of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",
EX_pcholn183_hs_e,,,"Exchange of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",
EX_pcholn1836_hs_e,,,"Exchange of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",
EX_pcholn19_hs_e,,,"Exchange of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)",
EX_pcholn201_hs_e,,,"Exchange of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)",
EX_pcholn203_hs_e,,,"Exchange of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",
EX_pcholn204_hs_e,,,"Exchange of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",
EX_pcholn205_hs_e,,,"Exchange of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",
EX_pcholn224_hs_e,,,"Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",
EX_pcholn225_hs_e,,,"Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",
EX_pcholn2254_hs_e,,,"Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",
EX_pcholn226_hs_e,,,"Exchange of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",
EX_pcholn24_hs_e,,,"Exchange of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",
EX_pcholn261_hs_e,,,Exchange of Lysopc A C26:1 (Delta 5),
EX_pcholn28_hs_e,,,Exchange of Lysopc A C28:0,
EX_pcholn281_hs_e,,,Exchange of Lysopc A C28:1 (Delta 5),
EX_pcholole_hs_e,,,Exchange of 1-Oleoylglycerophosphocholine (Delta 9),
EX_pcholpalm_hs_e,,,Exchange of 1-Palmitoylglycerophosphocholine,
EX_pcholpalme_hs_e,,,Exchange of 1-Palmitoleoylglycerophosphocholine (Delta 9),
EX_pcholste_hs_e,,,Exchange of 1-Stearoylglycerophosphocholine,
EX_pcollg5hlys_e,,,Exchange of Erythro-5-Hydroxy-L-Lysinium,
EX_pe12_hs_e,,,Exchange of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),
EX_pe13_hs_e,,,Exchange of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),
EX_pe14_hs_e,,,Exchange of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe),
EX_pe15_hs_e,,,Exchange of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),
EX_pe161_hs_e,,,"Exchange of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",
EX_pe17_hs_e,,,Exchange of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),
EX_pe203_hs_e,,,"Exchange of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",
EX_pe224_hs_e,,,"Exchange of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",
EX_pe226_hs_e,,,"Exchange of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",
EX_pe2linl_hs_e,,,Exchange of 2-Linoleoylglycerophosphoethanolamine,
EX_pear_hs_e,,,Exchange of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,
EX_pedh203_hs_e,,,"Exchange of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",
EX_pelinl_hs_e,,,"Exchange of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)",
EX_pendecaeth_e,,,Exchange of Pentadecanoyl Thanolamide (C15:0),
EX_peole_hs_e,,,Exchange of 1-Oleoylglycerophosphoethanolamine (Delta 9),
EX_pepalm_hs_e,,,Exchange of 1-Palmitoylglycerophosphoethanolamine,
EX_peste_hs_e,,,Exchange of 1-Stearoylglycerophosphoethanolamine,
EX_pmeth_e,,,Exchange of Palmitoylethanolamide,
EX_saccrp_L_e,,,Exchange of L-Saccharopinate,
EX_sebacid_e,,,Exchange of Sebacic Acid,
EX_sphmyln180241_hs_e,,,Exchange of Sphingomyelin (D18:0/24:1),
EX_sphmyln18114_hs_e,,,Exchange of Sphingomyelin (D18:1/14:0),
EX_sphmyln18115_hs_e,,,Exchange of Sphingomyelin (D18:1/15:0),
EX_sphmyln18116_hs_e,,,Exchange of Sphingomyelin (D18:1/16:0),
EX_sphmyln181161_hs_e,,,Exchange of Sphingomyelin (D18:1/16:1),
EX_sphmyln18117_hs_e,,,Exchange of Sphingomyelin (D18:1/17:0),
EX_sphmyln18118_hs_e,,,Exchange of Sphingomyelin (D18:1/18:0),
EX_sphmyln181181_hs_e,,,Exchange of Sphingomyelin (D18:1/18:1),
EX_sphmyln18120_hs_e,,,Exchange of Sphingomyelin (D18:1/20:0),
EX_sphmyln181201_hs_e,,,Exchange of Sphingomyelin (D18:1/20:1),
EX_sphmyln18121_hs_e,,,Exchange of Sphingomyelin (D18:1/21:0),
