gene	Symbol	Alias	Name	Huh7	PLC	Fold_change
5146.1	PDE6C	['ACHM5', 'COD4', 'PDEA2']	phosphodiesterase 6C	0.08785932118527061	0.06395885533430042	0.7279689220387803
5147.1	PDE6D	['JBTS22', 'PDED']	phosphodiesterase 6D	27.86	38.8	1.392677674084709
5148.1	PDE6G	['PDEG', 'RP57']	phosphodiesterase 6G	1.13	0.6085045496505341	0.5384996014606497
5152.15	PDE9A	HSPDE9A2	phosphodiesterase 9A	20.01	15.65	0.7821089455272363
8654.2	PDE5A	['CGB-PDE', 'CN5A', 'PDE5']	phosphodiesterase 5A	1.68	4.58	2.7261904761904763
5149.1	PDE6H	['ACHM6', 'RCD3']	phosphodiesterase 6H	0.2	0.1247197679018858	0.623598839509429
5145.1	PDE6A	['CGPR-A', 'PDEA', 'RP43']	phosphodiesterase 6A	2.53	2.06	0.8142292490118578
5152.10	PDE9A	HSPDE9A2	phosphodiesterase 9A	20.01	15.65	0.7821089455272363
5152.16	PDE9A	HSPDE9A2	phosphodiesterase 9A	20.01	15.65	0.7821089455272363
5152.1	PDE9A	HSPDE9A2	phosphodiesterase 9A	20.01	15.65	0.7821089455272363
1737.1	DLAT	['DLTA', 'E2', 'PDC-E2', 'PDCE2']	dihydrolipoamide S-acetyltransferase	161.13	142.29	0.8830757773226587
5162.1	PDHB	['PDHBD', 'PDHE1-B', 'PDHE1B', 'PHE1B']	pyruvate dehydrogenase E1 beta subunit	188.39	125.37	0.6654811826530072
5161.1	PDHA2	PDHAL	pyruvate dehydrogenase E1 alpha 2 subunit	0.25514937261982434	0.25960899380192537	1.0174784720664234
5160.1	PDHA1	['PDHA', 'PDHAD', 'PDHCE1A', 'PHE1A']	pyruvate dehydrogenase E1 alpha 1 subunit	104.87	152.08	1.4501764088871938
55163.1	PNPO	['HEL-S-302', 'PDXPO']	pyridoxamine 5'-phosphate oxidase	23.81	35.61	1.495590088198236
10396.1	ATP8A1	['ATPASEII', 'ATPIA', 'ATPP2']	ATPase phospholipid transporting 8A1	1.58	5.53	3.5
5105.1	PCK1	['PCKDC', 'PEPCK-C', 'PEPCK1', 'PEPCKC']	phosphoenolpyruvate carboxykinase 1	0.13	12.58	96.76923076923076
5106.1	PCK2	['PEPCK', 'PEPCK-M', 'PEPCK2']	phosphoenolpyruvate carboxykinase 2, mitochondrial	41.85	129.89	3.103703703703703
8310.1	ACOX3		acyl-CoA oxidase 3, pristanoyl	12.28	18.53	1.5089576547231272
5833.1	PCYT2	ET	phosphate cytidylyltransferase 2, ethanolamine	120.17	46.48	0.3867853873678955
10400.3	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	29.26	63.61	2.1739576213260423
10400.1	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	29.26	63.61	2.1739576213260423
10400.2	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	29.26	63.61	2.1739576213260423
26227.1	PHGDH	['3-PGDH', '3PGDH', 'HEL-S-113', 'NLS', 'NLS1', 'PDG', 'PGAD', 'PGD', 'PGDH', 'PHGDHD', 'SERA']	phosphoglycerate dehydrogenase	297.39	223.2	0.7505296075859982
27306.1	HPGDS	['GSTS', 'GSTS1', 'GSTS1-1', 'PGD2', 'PGDS']	hematopoietic prostaglandin D synthase	0.17863174983689636	0.1874634049848345	1.049440567849792
5730.1	PTGDS	['L-PGDS', 'LPGDS', 'PDS', 'PGD2', 'PGDS', 'PGDS2']	prostaglandin D2 synthase	0.09	0.08	0.888888888888889
80142.1	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	63.09	73.02	1.157394198763671
80142.3	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	63.09	73.02	1.157394198763671
9536.1	PTGES	['MGST-IV', 'MGST1-L1', 'MGST1L1', 'MPGES', 'PGES', 'PIG12', 'PP102', 'PP1294', 'TP53I12', 'mPGES-1']	prostaglandin E synthase	0.08	4.64	57.99999999999999
80142.2	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	63.09	73.02	1.157394198763671
80142.4	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	63.09	73.02	1.157394198763671
9536.2	PTGES	['MGST-IV', 'MGST1-L1', 'MGST1L1', 'MPGES', 'PGES', 'PIG12', 'PP102', 'PP1294', 'TP53I12', 'mPGES-1']	prostaglandin E synthase	0.08	4.64	57.99999999999999
5740.1	PTGIS	['CYP8', 'CYP8A1', 'PGIS', 'PTGI']	prostaglandin I2 synthase	0.97	0.01	0.010309278350515464
114971.1	PTPMT1	['DUSP23', 'MOSP', 'PLIP', 'PNAS-129']	protein tyrosine phosphatase mitochondrial 1	19.1	24.85	1.301047120418848
9489.1	PGS1		phosphatidylglycerophosphate synthase 1	15.67	15.8	1.0082961072112318
5743.1	PTGS2	['COX-2', 'COX2', 'GRIPGHS', 'PGG/HS', 'PGHS-2', 'PHS-2', 'hCox-2']	prostaglandin-endoperoxide synthase 2	0.18	47.99	266.61111111111114
5742.1	PTGS1	['COX1', 'COX3', 'PCOX1', 'PES-1', 'PGG/HS', 'PGHS-1', 'PGHS1', 'PHS1', 'PTGHS']	prostaglandin-endoperoxide synthase 1	2.66	0.27	0.10150375939849623
6898.1	TAT		tyrosine aminotransferase	3.1	2.6	0.8387096774193549
5053.1	PAH	['PH', 'PKU', 'PKU1']	phenylalanine hydroxylase	328.42	464.01	1.412855489921442
5264.1	PHYH	['LN1', 'LNAP1', 'PAHX', 'PHYH1', 'RD']	phytanoyl-CoA 2-hydroxylase	139.6	106.89	0.7656876790830945
5728.1	PTEN	['10q23del', 'BZS', 'CWS1', 'DEC', 'GLM2', 'MHAM', 'MMAC1', 'PTEN1', 'PTENbeta', 'TEP1']	phosphatase and tensin homolog	29.13	26.84	0.9213868863714384
8871.1	SYNJ2	INPP5H	synaptojanin 2	65.48	20.2	0.3084911423335369
8395.1	PIP5K1B	['MSS4', 'STM7']	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	0.13	0.2025576948437294	1.5581361141825338
8394.1	PIP5K1A		phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	57.05	70.83	1.2415425065731815
23396.1	PIP5K1C	['LCCS3', 'PIP5K-GAMMA', 'PIP5K1-gamma', 'PIP5Kgamma']	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	24.38	16.62	0.6817063166529943
5297.1	PI4KA	['PI4K-ALPHA', 'PIK4CA', 'PMGYCHA', 'pi4K230']	phosphatidylinositol 4-kinase alpha	88.1	26.59	0.3018161180476731
5298.1	PI4KB	['NPIK', 'PI4K-BETA', 'PI4K92', 'PI4KBETA', 'PI4KIIIBETA', 'PIK4CB']	phosphatidylinositol 4-kinase beta	33.84	52.56	1.553191489361702
55361.1	PI4K2A	['PI4KII', 'PIK42A']	phosphatidylinositol 4-kinase type 2 alpha	21.51	21.79	1.01301720130172
5296.1	PIK3R2	['MPPH', 'MPPH1', 'P85B', 'p85', 'p85-BETA']	phosphoinositide-3-kinase regulatory subunit 2	95.2	41.8	0.4390756302521008
5295.3	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	26.32	6.39	0.24278115501519756
5290.1	PIK3CA	['CLAPO', 'CLOVE', 'CWS5', 'MCAP', 'MCM', 'MCMTC', 'PI3K', 'PI3K-alpha', 'p110-alpha']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	14.51	8.07	0.5561681598897312
23533.1	PIK3R5	['F730038I15Rik', 'FOAP-2', 'P101-PI3K', 'p101']	phosphoinositide-3-kinase regulatory subunit 5	0.48435266807264576	0.32	0.6606756214915797
5295.1	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	26.32	6.39	0.24278115501519756
5295.2	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	26.32	6.39	0.24278115501519756
5294.1	PIK3CG	['PI3CG', 'PI3K', 'PI3Kgamma', 'PIK3', 'p110gamma', 'p120-PI3K']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	0.14950067517334512	0.65	4.347806451350999
10870.1	HCST	['DAP10', 'KAP10', 'PIK3AP']	hematopoietic cell signal transducer	0.31	0.4	1.2903225806451615
8503.1	PIK3R3	['p55', 'p55-GAMMA', 'p55PIK']	phosphoinositide-3-kinase regulatory subunit 3	22.81	10.21	0.44761069706269185
5291.1	PIK3CB	['P110BETA', 'PI3K', 'PI3KBETA', 'PIK3C1']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	27.53	32.7	1.1877951325826372
5293.1	PIK3CD	['APDS', 'IMD14', 'P110DELTA', 'PI3K', 'p110D']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	3.92	4.86	1.239795918367347
4952.1	OCRL	['INPP5F', 'LOCR', 'NPHL2', 'OCRL-1', 'OCRL1']	OCRL inositol polyphosphate-5-phosphatase	37.06	49.54	1.3367512142471667
4952.2	OCRL	['INPP5F', 'LOCR', 'NPHL2', 'OCRL-1', 'OCRL1']	OCRL inositol polyphosphate-5-phosphatase	37.06	49.54	1.3367512142471667
5332.1	PLCB4	['ARCND2', 'PI-PLC']	phospholipase C beta 4	0.01	0.02	2.0
5331.1	PLCB3		phospholipase C beta 3	18.35	31.22	1.7013623978201633
23236.1	PLCB1	['EIEE12', 'PI-PLC', 'PLC-154', 'PLC-I', 'PLC-beta-1', 'PLC154', 'PLCB1A', 'PLCB1B']	phospholipase C beta 1	54.89	3.5	0.06376389141920204
23236.2	PLCB1	['EIEE12', 'PI-PLC', 'PLC-154', 'PLC-I', 'PLC-beta-1', 'PLC154', 'PLCB1A', 'PLCB1B']	phospholipase C beta 1	54.89	3.5	0.06376389141920204
257068.1	PLCXD2		phosphatidylinositol specific phospholipase C X domain containing 2	0.99	0.84	0.8484848484848485
5335.2	PLCG1	['NCKAP3', 'PLC-II', 'PLC1', 'PLC148', 'PLCgamma1']	phospholipase C gamma 1	83.88	52.25	0.6229136862184073
89869.1	PLCZ1	['NYD-SP27', 'PLC-zeta-1', 'PLCzeta', 'SPGF17']	phospholipase C zeta 1	0.13408062631810527	0.1102011077409996	0.8219017972033358
9651.1	PLCH2	['PLC-L4', 'PLC-eta2', 'PLCL4', 'PLCeta2']	phospholipase C eta 2	0.2622573548377308	0.24374719767901884	0.9294198739624864
23007.1	PLCH1	PLCL3	phospholipase C eta 1	6.01	2.98	0.49584026622296173
84812.1	PLCD4		phospholipase C delta 4	0.04	0.02	0.5
51196.1	PLCE1	['NPHS3', 'PLCE', 'PPLC']	phospholipase C epsilon 1	6.54	7.72	1.1804281345565748
5334.1	PLCL1	['PLCE', 'PLCL', 'PLDL1', 'PPP1R127', 'PRIP']	phospholipase C like 1 (inactive)	0.11	0.01	0.09090909090909091
5330.1	PLCB2	PLC-beta-2	phospholipase C beta 2	0.07	0.01	0.14285714285714285
5332.2	PLCB4	['ARCND2', 'PI-PLC']	phospholipase C beta 4	0.01	0.02	2.0
5336.1	PLCG2	['APLAID', 'FCAS3', 'PLC-IV', 'PLC-gamma-2']	phospholipase C gamma 2	1.64	4.29	2.6158536585365857
113026.1	PLCD3	PLC-delta-3	phospholipase C delta 3	4.46	42.21	9.464125560538116
5335.1	PLCG1	['NCKAP3', 'PLC-II', 'PLC1', 'PLC148', 'PLCgamma1']	phospholipase C gamma 1	83.88	52.25	0.6229136862184073
5333.1	PLCD1	['NDNC3', 'PLC-III']	phospholipase C delta 1	7.96	4.06	0.5100502512562813
5287.1	PIK3C2B	C2-PI3K	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	11.48	17.16	1.494773519163763
5286.1	PIK3C2A	['CPK', 'OCSKD', 'PI3-K-C2(ALPHA)', 'PI3-K-C2A', 'PI3K-C2-alpha', 'PI3K-C2alpha']	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	45.31	45.63	1.0070624586184065
5288.1	PIK3C2G	['PI3K-C2-gamma', 'PI3K-C2GAMMA']	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	1.83	0.2613998417512858	0.14284144357993758
8396.2	PIP4K2B	['PI5P4KB', 'PIP5K2B', 'PIP5KIIB', 'PIP5KIIbeta', 'PIP5P4KB']	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	45.15	38.33	0.8489479512735326
79837.1	PIP4K2C	PIP5K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	50.86	55.75	1.0961462839166338
200576.1	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	25.37	28.62	1.1281040599132834
200576.3	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	25.37	28.62	1.1281040599132834
200576.2	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	25.37	28.62	1.1281040599132834
5305.1	PIP4K2A	['PI5P4KA', 'PIP5K2A', 'PIP5KII-alpha', 'PIP5KIIA', 'PIPK']	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	41.06	27.39	0.6670725767169995
8396.1	PIP4K2B	['PI5P4KB', 'PIP5K2B', 'PIP5KIIB', 'PIP5KIIbeta', 'PIP5P4KB']	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	45.15	38.33	0.8489479512735326
5289.1	PIK3C3	['VPS34', 'Vps34', 'hVps34']	phosphatidylinositol 3-kinase catalytic subunit type 3	12.28	21.06	1.714983713355049
51227.1	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	21.92	44.15	2.014142335766423
5277.3	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.81	30.36	1.3309951775537046
9091.2	PIGQ	['GPI1', 'c407A10.1']	phosphatidylinositol glycan anchor biosynthesis class Q	9.21	13.06	1.4180238870792616
5283.1	PIGH	GPI-H	phosphatidylinositol glycan anchor biosynthesis class H	17.4	33.35	1.916666666666667
8818.2	DPM2	CDG1U	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	42.31	46.79	1.1058851335381705
8818.1	DPM2	CDG1U	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	42.31	46.79	1.1058851335381705
51227.3	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	21.92	44.15	2.014142335766423
5279.1	PIGC	['GPI2', 'GPIBD16', 'MRT62']	phosphatidylinositol glycan anchor biosynthesis class C	30.25	48.37	1.5990082644628099
5277.2	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.81	30.36	1.3309951775537046
9091.1	PIGQ	['GPI1', 'c407A10.1']	phosphatidylinositol glycan anchor biosynthesis class Q	9.21	13.06	1.4180238870792616
51227.2	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	21.92	44.15	2.014142335766423
5279.2	PIGC	['GPI2', 'GPIBD16', 'MRT62']	phosphatidylinositol glycan anchor biosynthesis class C	30.25	48.37	1.5990082644628099
5277.1	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.81	30.36	1.3309951775537046
5322.1	PLA2G5	['FRFB', 'GV-PLA2', 'PLA2-10', 'hVPLA(2)']	phospholipase A2 group V	0.171057670424373	0.1545885533430041	0.903721843980974
81579.1	PLA2G12A	['GXII', 'PLA2G12', 'ROSSY']	phospholipase A2 group XIIA	13.98	29.17	2.086552217453505
123745.1	PLA2G4E		phospholipase A2 group IVE	0.07	142.70180007912435	2038.5971439874907
100137049.1	PLA2G4B	['HsT16992', 'cPLA2-beta']	phospholipase A2 group IVB	2.07	1.08	0.5217391304347827
64600.1	PLA2G2F	['GIIFsPLA2', 'sPLA2-IIF']	phospholipase A2 group IIF	0.27080247007237257	0.28711130159567455	1.060224087021597
8398.1	PLA2G6	['CaI-PLA2', 'GVI', 'INAD1', 'IPLA2-VIA', 'NBIA2', 'NBIA2A', 'NBIA2B', 'PARK14', 'PLA2', 'PNPLA9', 'iPLA2', 'iPLA2beta']	phospholipase A2 group VI	2.87	2.87	1.0
8398.2	PLA2G6	['CaI-PLA2', 'GVI', 'INAD1', 'IPLA2-VIA', 'NBIA2', 'NBIA2A', 'NBIA2B', 'PARK14', 'PLA2', 'PNPLA9', 'iPLA2', 'iPLA2beta']	phospholipase A2 group VI	2.87	2.87	1.0
5320.1	PLA2G2A	['MOM1', 'PLA2', 'PLA2B', 'PLA2L', 'PLA2S', 'PLAS1', 'sPLA2']	phospholipase A2 group IIA	0.7460274014171054	4.35	5.830885020760659
5319.1	PLA2G1B	['PLA2', 'PLA2A', 'PPLA2']	phospholipase A2 group IB	0.81	0.35	0.4320987654320987
26279.1	PLA2G2D	['PLA2IID', 'SPLASH', 'sPLA2-IID', 'sPLA2S']	phospholipase A2 group IID	0.7353071659409187	0.6630614532506923	0.9017475742973634
8399.1	PLA2G10	['GXPLA2', 'GXSPLA2', 'SPLA2', 'sPLA2-X']	phospholipase A2 group X	0.07	0.06	0.857142857142857
30814.1	PLA2G2E	['GIIE sPLA2', 'sPLA2-IIE']	phospholipase A2 group IIE	0.39804700420276445	0.3238876434128973	0.813691950933286
10654.1	PMVK	['HUMPMKI', 'PMK', 'PMKA', 'PMKASE', 'POROK1']	phosphomevalonate kinase	41.28	60.52	1.4660852713178294
9807.2	IP6K1	['IHPK1', 'PiUS']	inositol hexakisphosphate kinase 1	37.92	41.24	1.0875527426160339
117283.1	IP6K3	['IHPK3', 'INSP6K3']	inositol hexakisphosphate kinase 3	0.05	0.14045364631412371	2.8090729262824743
9807.1	IP6K1	['IHPK1', 'PiUS']	inositol hexakisphosphate kinase 1	37.92	41.24	1.0875527426160339
51447.1	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
51447.4	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
51447.2	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
51447.6	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
51447.3	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
51447.5	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	101.09	41.45	0.41003066574339697
8875.1	VNN2	['FOAP-4', 'GPI-80']	vanin 2	27.34	0.73	0.02670080468178493
55350.2	VNN3	HSA238982	vanin 3	12.32	0.22	0.017857142857142856
8875.2	VNN2	['FOAP-4', 'GPI-80']	vanin 2	27.34	0.73	0.02670080468178493
55350.3	VNN3	HSA238982	vanin 3	12.32	0.22	0.017857142857142856
55350.1	VNN3	HSA238982	vanin 3	12.32	0.22	0.017857142857142856
8876.1	VNN1	['HDLCQ8', 'Tiff66']	vanin 1	0.54	0.49	0.9074074074074073
27068.2	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	pyrophosphatase (inorganic) 2	51.59	77.25	1.497383213801124
27068.1	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	pyrophosphatase (inorganic) 2	51.59	77.25	1.497383213801124
27068.4	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	pyrophosphatase (inorganic) 2	51.59	77.25	1.497383213801124
27068.3	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	pyrophosphatase (inorganic) 2	51.59	77.25	1.497383213801124
8613.1	PLPP3	['Dri42', 'LPP3', 'PAP2B', 'PPAP2B', 'VCIP']	phospholipid phosphatase 3	35.19	27.9	0.7928388746803069
8612.1	PLPP2	['LPP2', 'PAP-2c', 'PAP2-g', 'PPAP2C']	phospholipid phosphatase 2	0.54	209.19	387.38888888888886
8611.2	PLPP1	['LLP1a', 'LPP1', 'PAP-2a', 'PAP2', 'PPAP2A']	phospholipid phosphatase 1	25.2	54.73	2.1718253968253967
8611.1	PLPP1	['LLP1a', 'LPP1', 'PAP-2a', 'PAP2', 'PPAP2A']	phospholipid phosphatase 1	25.2	54.73	2.1718253968253967
5498.1	PPOX	['PPO', 'V290M', 'VP']	protoporphyrinogen oxidase	10.69	12.73	1.1908325537885875
8288.1	EPX	['EPO', 'EPP', 'EPX-PEN', 'EPXD']	eosinophil peroxidase	0.4740596883581909	0.26926678095740475	0.5680018520240676
9588.1	PRDX6	['1-Cys', 'AOP2', 'HEL-S-128m', 'NSGPx', 'PRX', 'aiPLA2', 'p29']	peroxiredoxin 6	426.13	387.83	0.9101213244784455
4353.1	MPO		myeloperoxidase	0.25087681500250353	0.02	0.07972039982969498
6820.2	SULT2B1	['ARCI14', 'HSST2']	sulfotransferase family 2B member 1	0.12	11.47	95.58333333333334
5625.1	PRODH	['HSPOX2', 'PIG6', 'POX', 'PRODH1', 'PRODH2', 'TP53I6']	proline dehydrogenase 1	1.13	5.29	4.68141592920354
6578.1	SLCO2A1	['MATR1', 'OATP2A1', 'PGT', 'PHOAR2', 'SLC21A2']	solute carrier organic anion transporter family member 2A1	8.84	0.36303046287748914	0.04106679444315488
23761.1	PISD	['DJ858B16', 'PSD', 'PSDC', 'PSSC', 'dJ858B16.2']	phosphatidylserine decarboxylase	8.9	12.09	1.3584269662921347
9791.1	PTDSS1	['LMHD', 'PSS1', 'PSSA']	phosphatidylserine synthase 1	124.64	154.67	1.2409338896020539
81490.1	PTDSS2	PSS2	phosphatidylserine synthase 2	29.49	53.06	1.7992539844014923
10005.1	ACOT8	['HNAACTE', 'NAP1', 'PTE-1', 'PTE-2', 'PTE1', 'PTE2', 'hACTE-III', 'hTE']	acyl-CoA thioesterase 8	29.85	16.88	0.5654941373534338
122970.1	ACOT4	['PTE-Ib', 'PTE1B', 'PTE2B']	acyl-CoA thioesterase 4	2.95	0.26165567717262295	0.0886968397195332
10005.3	ACOT8	['HNAACTE', 'NAP1', 'PTE-1', 'PTE-2', 'PTE1', 'PTE2', 'hACTE-III', 'hTE']	acyl-CoA thioesterase 8	29.85	16.88	0.5654941373534338
10005.2	ACOT8	['HNAACTE', 'NAP1', 'PTE-1', 'PTE-2', 'PTE1', 'PTE2', 'hACTE-III', 'hTE']	acyl-CoA thioesterase 8	29.85	16.88	0.5654941373534338
10965.1	ACOT2	['CTE-IA', 'CTE1A', 'MTE1', 'PTE2', 'PTE2A', 'ZAP128']	acyl-CoA thioesterase 2	32.47	49.82	1.5343393902063445
5805.1	PTS	PTPS	6-pyruvoyltetrahydropterin synthase	48.2	95.23	1.975726141078838
6303.1	SAT1	['DC21', 'KFSD', 'KFSDX', 'SAT', 'SSAT', 'SSAT-1']	spermidine/spermine N1-acetyltransferase 1	391.08	268.57	0.6867392860795746
112483.1	SAT2	SSAT2	spermidine/spermine N1-acetyltransferase family member 2	47.71	82.87	1.7369524208761267
8566.1	PDXK	['C21orf124', 'C21orf97', 'HEL-S-1a', 'PKH', 'PNK', 'PRED79']	pyridoxal kinase	38.61	58.99	1.5278425278425278
7378.2	UPP1	['UDRPASE', 'UP', 'UPASE', 'UPP']	uridine phosphorylase 1	11.04	32.62	2.954710144927536
7378.1	UPP1	['UDRPASE', 'UP', 'UPASE', 'UPP']	uridine phosphorylase 1	11.04	32.62	2.954710144927536
151531.1	UPP2	['UDRPASE2', 'UP2', 'UPASE2']	uridine phosphorylase 2	0.06	0.1558677304496901	2.597795507494835
2944.1	GSTM1	['GST1', 'GSTM1-1', 'GSTM1a-1a', 'GSTM1b-1b', 'GTH4', 'GTM1', 'H-B', 'MU', 'MU-1']	glutathione S-transferase mu 1	67.69	5.03	0.07430935145516325
2944.2	GSTM1	['GST1', 'GSTM1-1', 'GSTM1a-1a', 'GSTM1b-1b', 'GTH4', 'GTM1', 'H-B', 'MU', 'MU-1']	glutathione S-transferase mu 1	67.69	5.03	0.07430935145516325
64080.1	RBKS	['RBSK', 'RK']	ribokinase	4.27	4.47	1.0468384074941453
5959.1	RDH5	['9cRDH', 'HSD17B9', 'RDH1', 'SDR9C5']	retinol dehydrogenase 5	0.64	1.1	1.71875
8608.1	RDH16	['RODH-4', 'SDR9C8', 'hRDH-E']	retinol dehydrogenase 16	0.45	2.8	6.222222222222221
57665.1	RDH14	['PAN2', 'SDR7C4']	retinol dehydrogenase 14	17.07	50.35	2.949619214997071
51109.1	RDH11	['ARSDR1', 'CGI82', 'HCBP12', 'MDT1', 'PSDR1', 'RALR1', 'RDJCSS', 'SCALD', 'SDR7C1']	retinol dehydrogenase 11	159.57	161.59	1.012659021119258
50700.1	RDH8	['PRRDH', 'SDR28C2']	retinol dehydrogenase 8	0.23374774310033533	0.28544837135698276	1.2211812938636808
112724.1	RDH13	SDR7C3	retinol dehydrogenase 13	9.89	31.73	3.2082912032355915
157506.1	RDH10	SDR16C4	retinol dehydrogenase 10	25.12	56.66	2.255573248407643
145226.1	RDH12	['LCA13', 'RP53', 'SDR7C2']	retinol dehydrogenase 12	0.56	0.79	1.4107142857142856
195814.1	SDR16C5	['EPHD-2', 'RDH#2', 'RDH-E2', 'RDHE2', 'retSDR2']	short chain dehydrogenase/reductase family 16C member 5	0.12460331669422994	0.1070031649742846	0.8587505358052772
8228.1	PNPLA4	['DXS1283E', 'GS2', 'iPLA2eta']	patatin like phospholipase domain containing 4	8.78	1.33	0.15148063781321186
113278.1	SLC52A3	['BVVLS', 'BVVLS1', 'C20orf54', 'RFT2', 'RFVT3', 'bA371L19.1', 'hRFT2']	solute carrier family 52 member 3	0.37804366626712593	2.07	5.475557943979244
54981.1	NMRK1	['C9orf95', 'NRK1', 'bA235O14.2']	nicotinamide riboside kinase 1	7.08	13.34	1.884180790960452
6484.1	ST3GAL4	['CGS23', 'NANTA3', 'SAT3', 'SIAT4', 'SIAT4C', 'ST-4', 'ST3GalA.2', 'ST3GalIV', 'STZ', 'gal-NAc6S']	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	7.81	47.05	6.024327784891165
6482.2	ST3GAL1	['Gal-NAc6S', 'SIAT4A', 'SIATFL', 'ST3GalA', 'ST3GalA.1', 'ST3GalIA', 'ST3GalIA,1', 'ST3O']	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	5.13	7.02	1.368421052631579
6483.1	ST3GAL2	['Gal-NAc6S', 'SIAT4B', 'ST3GALII', 'ST3GalA.2']	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	36.8	24.95	0.6779891304347826
